GRT_LABELLED_REGRESSION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumInputDimensions: 8
NumTargetDimensions: 2
TotalNumTrainingExamples: 3373
UseExternalRanges: 0
RegressionData:
0.0290059	0.0372334	0.08385	0.294054	0.583528	0.306262	0.139379	0.0475058	0	0
0.0290059	0.0372334	0.08385	0.294054	0.583528	0.306262	0.139379	0.0475058	0	0
0.0290059	0.0372334	0.08385	0.294054	0.583528	0.306262	0.139379	0.0475058	0	0
0.0290059	0.0372334	0.08385	0.294054	0.583528	0.306262	0.139379	0.0475058	0	0
0.0291019	0.0366374	0.0816927	0.29049	0.583821	0.301994	0.138469	0.0469743	0	0
0.0293248	0.0362974	0.0797378	0.282549	0.581441	0.305594	0.138909	0.0468487	0	0
0.0293248	0.0362974	0.0797378	0.282549	0.581441	0.305594	0.138909	0.0468487	0	0
0.0294513	0.0349486	0.0775341	0.279265	0.587557	0.304743	0.142095	0.048199	0	0
0.0294513	0.0349486	0.0775341	0.279265	0.587557	0.304743	0.142095	0.048199	0	0
0.0294513	0.0349486	0.0775341	0.279265	0.587557	0.304743	0.142095	0.048199	0	0
0.0296193	0.0349574	0.0760566	0.275756	0.578242	0.294057	0.142594	0.048494	0	0
0.0296507	0.0353893	0.0765806	0.272921	0.572791	0.294092	0.14314	0.0485195	0	0
0.0296507	0.0353893	0.0765806	0.272921	0.572791	0.294092	0.14314	0.0485195	0	0
0.0296507	0.0353893	0.0765806	0.272921	0.572791	0.294092	0.14314	0.0485195	0	0
0.0296507	0.0353893	0.0765806	0.272921	0.572791	0.294092	0.14314	0.0485195	0	0
0.0296193	0.035363	0.0760159	0.270686	0.560196	0.291927	0.143132	0.0486089	0	0
0.0296193	0.035363	0.0760159	0.270686	0.560196	0.291927	0.143132	0.0486089	0	0
0.0296193	0.035363	0.0760159	0.270686	0.560196	0.291927	0.143132	0.0486089	0	0
0.0296193	0.035363	0.0760159	0.270686	0.560196	0.291927	0.143132	0.0486089	0	0
0.0296193	0.035363	0.0760159	0.270686	0.560196	0.291927	0.143132	0.0486089	0	0
0.0293881	0.0354243	0.0770729	0.271223	0.580268	0.29902	0.139346	0.0485323	0	0
0.0293881	0.0354243	0.0770729	0.271223	0.580268	0.29902	0.139346	0.0485323	0	0
0.0301278	0.0360403	0.0765199	0.267282	0.582019	0.305584	0.141478	0.0500294	0	0
0.0301278	0.0360403	0.0765199	0.267282	0.582019	0.305584	0.141478	0.0500294	0	0
0.0301278	0.0360403	0.0765199	0.267282	0.582019	0.305584	0.141478	0.0500294	0	0
0.0301278	0.0360403	0.0765199	0.267282	0.582019	0.305584	0.141478	0.0500294	0	0
0.0297759	0.0355292	0.076928	0.267379	0.576704	0.313916	0.145301	0.049924	0	0
0.0297238	0.0357119	0.0787913	0.260155	0.570881	0.310899	0.143158	0.049047	0	0
0.0297238	0.0357119	0.0787913	0.260155	0.570881	0.310899	0.143158	0.049047	0	0
0.0295564	0.0356424	0.0788385	0.260097	0.579456	0.312489	0.142315	0.0483595	0	0
0.0295564	0.0356424	0.0788385	0.260097	0.579456	0.312489	0.142315	0.0483595	0	0
0.0295564	0.0356424	0.0788385	0.260097	0.579456	0.312489	0.142315	0.0483595	0	0
0.0289631	0.0355815	0.0781751	0.251351	0.581308	0.309089	0.138527	0.0466365	0	0
0.0289631	0.0355815	0.0781751	0.251351	0.581308	0.309089	0.138527	0.0466365	0	0
0.0290486	0.0354768	0.0770729	0.251563	0.581536	0.309395	0.13858	0.0462628	0	0
0.0293036	0.0354068	0.0771212	0.251741	0.573542	0.316306	0.139127	0.0468752	0	0
0.0293036	0.0354068	0.0771212	0.251741	0.573542	0.316306	0.139127	0.0468752	0	0
0.0293036	0.0354068	0.0771212	0.251741	0.573542	0.316306	0.139127	0.0468752	0	0
0.0293036	0.0354068	0.0771212	0.251741	0.573542	0.316306	0.139127	0.0468752	0	0
0.0291976	0.0350018	0.0770246	0.253437	0.57873	0.326136	0.135634	0.0468818	0	0
0.0291976	0.0350018	0.0770246	0.253437	0.57873	0.326136	0.135634	0.0468818	0	0
0.0294513	0.0353016	0.077634	0.255562	0.572431	0.326037	0.135176	0.046862	0	0
0.0294513	0.0353016	0.077634	0.255562	0.572431	0.326037	0.135176	0.046862	0	0
0.0294513	0.0353016	0.077634	0.255562	0.572431	0.326037	0.135176	0.046862	0	0
0.0294513	0.0353016	0.077634	0.255562	0.572431	0.326037	0.135176	0.046862	0	0
0.0294513	0.0353016	0.077634	0.255562	0.572431	0.326037	0.135176	0.046862	0	0
0.0281599	0.0346904	0.0765806	0.261307	0.582272	0.332889	0.133675	0.0452739	0	0
0.0281709	0.0347082	0.0766413	0.26184	0.578007	0.328681	0.134457	0.0451505	0	0
0.0284338	0.0346636	0.076702	0.253159	0.573701	0.326249	0.13411	0.0451985	0	0
0.0284338	0.0346636	0.076702	0.253159	0.573701	0.326249	0.13411	0.0451985	0	0
0.0284338	0.0346636	0.076702	0.253159	0.573701	0.326249	0.13411	0.0451985	0	0
0.0284338	0.0346636	0.076702	0.253159	0.573701	0.326249	0.13411	0.0451985	0	0
0.0284338	0.0346636	0.076702	0.253159	0.573701	0.326249	0.13411	0.0451985	0	0
0.028586	0.0346009	0.0756438	0.249054	0.587366	0.319391	0.136736	0.0450749	0	0
0.028586	0.0346009	0.0756438	0.249054	0.587366	0.319391	0.136736	0.0450749	0	0
0.0284556	0.0344932	0.075828	0.249314	0.586596	0.319638	0.13998	0.0453833	0	0
0.0284556	0.0344932	0.075828	0.249314	0.586596	0.319638	0.13998	0.0453833	0	0
0.0284556	0.0344932	0.075828	0.249314	0.586596	0.319638	0.13998	0.0453833	0	0
0.0284556	0.0344932	0.075828	0.249314	0.586596	0.319638	0.13998	0.0453833	0	0
0.0284556	0.0343491	0.0749646	0.255543	0.576059	0.318331	0.14157	0.0457981	0	0
0.0283465	0.0343852	0.0746123	0.254989	0.577733	0.308921	0.141281	0.0453696	0	0
0.0283465	0.0343852	0.0746123	0.254989	0.577733	0.308921	0.141281	0.0453696	0	0
0.0283465	0.0343852	0.0746123	0.254989	0.577733	0.308921	0.141281	0.0453696	0	0
0.0283465	0.0343852	0.0746123	0.254989	0.577733	0.308921	0.141281	0.0453696	0	0
0.0283465	0.0343852	0.0746123	0.254989	0.577733	0.308921	0.141281	0.0453696	0	0
0.0283465	0.0343852	0.0746123	0.254989	0.577733	0.308921	0.141281	0.0453696	0	0
0.0285643	0.0346367	0.0761422	0.260027	0.586661	0.293459	0.141553	0.0454856	0	0
0.0287375	0.0347885	0.0755906	0.258572	0.577185	0.31554	0.140868	0.0457303	0	0
